Occurrences,Word,LgSUBTLWF,OLD,PLD,I_Mean_RT,I_Zscore,I_Mean_Accuracy
1,docile,1.447,2.3,1.9,725.917,-0.164,0.73
1,docket,1.792,1.75,1.7,911.316,0.08,0.61
1,docking,2.037,,,,,
1,doctor,4.129,2.1,1.9,605.647,-0.684,1
1,doctorate,1.672,3.3,3.05,876.074,0.22,0.79
1,doctrine,1.643,2.85,2.8,759.406,-0.269,0.94
1,document,2.713,2.8,2.9,630.824,-0.623,1
1,documentary,2.476,4,5.15,721.938,-0.144,0.97
1,documentation,1.845,4.1,4.8,870.25,0.238,1
1,Dodger,1.819,1.8,1.85,756.406,-0.012,0.97
1,dodgy,1.362,,,,,
1,doer,1.342,1.6,1.75,817,0.192,0.62
1,doghouse,1.763,2.85,2.95,697.531,-0.428,1
1,dole,1.699,1.1,1,691.957,-0.237,0.7
1,dollhouse,1.362,3.15,3.8,709.909,-0.316,0.94
1,domain,2.124,2.55,2.3,589.656,-0.619,0.97
1,domestic,2.546,3,3.15,627.03,-0.435,0.97
1,domesticated,1.462,,,,,
1,dominance,1.602,2.95,2.55,672.909,-0.405,0.94
1,dominant,1.919,2.85,2.55,755.879,-0.111,0.97
1,dominate,1.982,2.3,2.25,746.97,-0.127,0.97
1,domination,1.903,2.45,2.45,772.455,-0.233,1
1,dominion,1.771,2.7,3.3,759.852,0.127,0.84
1,domino,2.314,2.35,2.5,775.121,-0.101,0.94
1,donate,2.31,1.9,2.05,641.286,-0.446,1
1,donation,2.255,2.2,2.5,740.733,-0.168,0.91
1,donkey,2.438,2.3,1.95,647.844,-0.599,0.97
1,donor,2.32,1.85,1.65,671.294,-0.338,1
1,doom,2.458,1.6,1,645.5,-0.656,0.97
1,Doomsday,1.623,3.6,2.85,818.9,0.159,0.97
1,door,4.173,1.55,1,507.375,-0.891,0.97
1,doorbell,2.629,3.65,2.9,729.594,-0.193,0.94
1,doorknob,1.94,3.95,3.4,744.853,-0.243,1
1,doorman,2.212,2.55,1.8,685.129,-0.352,1
1,doornail,1.568,3.4,3,885.963,0.39,0.87
1,doorstep,2.238,3.3,3.6,765.303,-0.192,0.97
1,dope,2.914,1.15,1,629.5,-0.487,1
1,dopey,1.863,1.9,1.8,783,0.022,0.88
1,dormant,1.778,2.75,2.25,782.379,0.061,0.85
1,dormitory,1.716,3.75,3.4,785,-0.068,0.97
1,dorsal,1.447,2.5,2.2,767.5,-0.074,0.69
1,dotted,1.716,1.85,1.6,744.839,-0.2,0.94
1,double,3.505,1.85,1.65,597.515,-0.603,0.97
1,doubt,3.506,1.95,1.15,597.529,-0.7,1
1,doubtful,1.924,3.25,2.8,829.156,-0.056,0.97
1,douse,1.623,1.65,1.35,745.765,0.024,0.52
1,downer,1.633,1.8,1.85,750.312,-0.05,0.97
1,downfall,1.813,3.65,3.7,670.688,-0.434,0.97
1,downward,1.785,2.9,2.75,705,-0.257,1
1,dowry,1.881,1.9,1.65,911.75,0.277,0.77
1,doze,1.322,1.45,1,696.793,-0.415,0.91
1,dozen,3.091,1.85,1.9,555.258,-0.81,0.91
1,drab,1.623,1.6,1.6,729.615,-0.272,0.74
1,draft,2.571,1.65,1.4,617.515,-0.552,0.97
1,dragonfly,2.164,4.05,5.5,764.312,-0.016,0.94
1,drainage,1.672,3,2.7,807.5,0.169,0.91
1,drainpipe,1.462,3.9,3.9,937.154,0.484,0.79
1,drama,3.012,1.9,1.95,570.182,-0.775,1
1,dramatic,2.699,2.45,2.5,677.25,-0.481,1
1,drape,1.732,1.7,1.5,670.516,-0.315,0.91
1,drastic,2.111,2.65,2.7,703.879,-0.249,0.97
1,draught,1.398,2.25,1.4,766.69,0.014,0.91
1,drawback,1.518,3.65,3.1,708.935,-0.419,0.91
1,drawbridge,1.447,4.35,4.05,736.419,-0.109,0.94
1,dread,2.111,1.7,1.5,609.258,-0.583,0.94
1,dreaded,1.845,1.9,1.85,657.621,-0.245,0.94
1,dreadful,2.612,3.6,2.85,736.697,-0.22,0.94
1,dream,3.832,1.65,1.6,605.324,-0.631,1
1,dreamboat,1.342,3.8,3.65,724.938,-0.31,0.91
1,dreamer,2.193,1.9,1.9,594.938,-0.543,1
1,dreamland,1.38,3.5,3.4,763.147,-0.211,1
1,dreamy,1.909,1.75,1.8,681.303,-0.315,1
1,dreary,1.968,1.9,1.9,767.438,-0.081,0.94
1,dredge,1.398,2.25,1.9,942.393,0.342,0.8
1,dresser,2.263,2.2,1.85,720.273,-0.334,1
1,dressmaker,1.462,4.35,4.15,762.531,-0.198,1
1,dressy,1.518,2.05,1.8,660.2,-0.415,0.91
1,dribble,1.839,2.55,1.85,756.241,-0.119,0.91
1,drift,2.516,1.8,1.65,626.645,-0.516,0.94
1,drifter,1.74,2.1,2.4,811.581,-0.17,0.91
1,driftwood,1.643,4.1,4.2,721.483,-0.247,0.94
1,drinker,1.982,1.85,1.95,655.353,-0.579,0.97
1,drivel,1.568,1.8,1.8,904.625,0.512,0.24
1,driver,3.383,1.6,1.8,552.941,-0.729,1
1,drizzle,1.362,2.4,1.85,675.6,-0.376,0.91
1,dropout,1.643,2.85,3.35,746.222,-0.027,0.79
1,drowsy,1.58,1.9,1.85,659.455,-0.442,0.97
1,druggist,1.431,3.6,2.85,738.516,-0.104,0.89
1,drugstore,2.342,3.8,4.35,653.912,-0.41,1
1,drunk,3.592,1.75,1.7,588.939,-0.626,0.97
1,drunkard,1.799,3.35,2.6,827.037,0.182,0.87
1,drunken,2.5,2.6,2.5,608.882,-0.527,1
1,drunkenness,1.568,4.65,4.45,921.667,0.334,0.97
1,dual,1.763,1.8,1.85,627.3,-0.655,0.91
1,dub,1.748,1.25,1,814.682,0.097,0.65
1,dubious,1.869,2.85,2.9,789.074,-0.04,0.77
1,duckling,1.602,2.35,1.95,820.448,-0.022,0.88
1,ducky,2.004,1.75,1.6,750.067,0.008,0.86
1,dud,1.813,1.4,1,764.821,-0.059,0.88
1,due,3.357,1.1,1,563.531,-0.699,1
1,duffel,1.887,2.65,1.8,721.435,0.077,0.68
1,dumbbell,1.415,3.6,2.9,841.933,0.148,0.91
1,dumpling,1.663,2.4,2.65,696.733,-0.154,0.94
1,dunce,1.415,1.85,1.7,808.55,-0.127,0.61
1,dungeon,2.121,2.9,2.85,754.909,-0.233,0.97
1,dupe,1.532,1.7,1,673,-0.135,0.48
1,duplex,1.398,2.75,3.15,731.909,-0.245,0.97
1,duplicate,2.072,2.55,3.35,677.562,-0.375,0.94
1,duration,1.914,2.35,2.65,629.406,-0.407,0.94
1,duress,1.778,1.95,2.3,762.5,0.17,0.5
1,duster,1.322,1.7,1.7,636,-0.234,0.75
1,duty,3.415,1.9,1.45,602.212,-0.667,0.97
1,dwell,2.155,1.75,1.65,693.657,-0.427,0.97
1,dwelling,1.839,1.9,1.8,724.344,-0.211,0.97
1,dynamite,2.713,3.35,3.7,813.138,0.067,0.94
1,dynamo,1.431,2.95,2.95,841.926,0.311,0.84
1,dynasty,2.117,2.85,2.8,747.5,-0.179,0.97
1,dysentery,1.672,3.75,3.7,"1,002.941",0.56,0.52
1,eager,2.545,1.85,1.75,642,-0.379,1
1,earful,1.362,,,,,
1,earl,3.018,1.7,1.45,748.792,-0.141,0.77
1,earn,2.894,1.5,1.3,585.382,-0.709,1
1,earnings,1.69,1.8,1.8,687.387,-0.409,0.97
1,earpiece,1.447,3.25,2.85,794.562,-0.137,0.97
1,earthling,1.556,2.95,2.6,860.97,0.131,0.97
1,earthly,1.887,2.5,2,689.758,-0.43,0.97
1,earthquake,2.513,4.5,3.8,730.438,-0.252,0.97
1,earthy,1.342,1.9,1.8,663.5,-0.323,0.97
1,ease,2.989,1.4,1,616.129,-0.551,0.91
1,east,3.403,1.25,1.6,639,-0.618,0.97
1,eastbound,1.613,3.55,3.4,741.03,-0.191,0.97
1,eastern,2.618,1.95,2.5,641.788,-0.382,0.97
1,easy,4.132,1.9,1.85,580.676,-0.618,0.97
1,easygoing,1.362,3.9,4.5,790.844,0,1
1,eater,1.909,,,,,
1,eavesdrop,1.613,4.35,3.9,787.889,0.152,0.79
1,ebony,1.653,1.95,2.25,656.531,-0.324,0.89
1,eccentric,2.255,3.35,3.55,787.742,0.029,0.94
1,eclectic,1.322,2.9,2.75,839.714,0.256,0.72
1,ecological,1.38,3.05,3.2,813.867,0.183,0.91
1,economic,2.405,2.75,3.25,772.033,-0.055,0.94
1,economics,2.104,3.05,3.65,641.121,-0.311,0.97
1,economy,2.473,2.9,2.85,659.147,-0.508,1
1,ecosystem,1.518,4.3,4.8,741,-0.021,0.91
1,ecstasy,2.212,3.5,2.9,716.031,-0.206,0.97
1,ecstatic,1.845,3.45,3.3,915.552,0.277,0.85
1,edema,1.74,2.6,2.55,892.818,0.48,0.33
1,edgy,2.068,1.9,1.9,790.586,0.007,0.88
1,edifice,1.342,2.9,2.75,836.647,0.267,0.52
1,edit,1.892,1.85,1.9,655.824,-0.386,1
1,editing,2.037,2,2.4,685.03,-0.371,0.97
1,edition,2.398,2.1,1.75,689.618,-0.34,1
1,editor,2.802,2.45,2,568.032,-0.692,0.94
1,editorial,2.049,3.4,3.2,749.088,-0.244,1
1,educate,2.021,2.55,2.85,630.688,-0.501,0.94
1,education,2.999,2.15,2.6,623.824,-0.537,1
1,educator,1.398,2.7,3.1,835.4,-0.052,0.91
1,eerie,1.954,2,1.4,798.481,0.122,0.82
1,effect,3.086,2.2,1.75,602.625,-0.597,0.94
1,efficiency,2.146,3.5,2.85,722.794,-0.153,1
1,efficient,2.405,3.2,2.55,707.818,-0.289,0.97
1,effort,2.995,2.6,2.35,631.75,-0.618,0.97
1,egghead,1.763,2.9,2.8,650.968,-0.4,0.97
1,eggplant,1.756,3.65,3.75,634.875,-0.403,0.94
1,eggshell,1.38,3.85,3.45,727.818,-0.253,0.97
1,ego,2.583,1.85,1.9,580,-0.652,1
1,eighty,2.114,1.8,1.45,681.971,-0.435,1
1,ejaculate,1.398,2.9,3.85,880.786,0.286,0.88
1,ejaculation,1.477,3.15,4.4,848.094,0.265,0.94
1,eject,1.863,1.8,1.95,664.5,-0.496,1
1,ejection,1.491,1.95,2.4,756.29,-0.101,0.94
1,elaborate,2.386,3.05,3.05,714.212,-0.301,0.97
1,elastic,1.732,2.6,2.55,713.273,-0.42,1
1,election,2.749,1.75,2.1,608.303,-0.508,0.97
1,elective,1.724,2.4,2.1,641.303,-0.424,0.97
1,electoral,1.431,3.2,3.4,744.966,-0.124,0.88
1,electric,2.942,2.75,2.65,746.03,-0.067,0.97
1,electrical,2.644,3.4,3.4,664.303,-0.414,1
1,electrician,1.887,3.8,4.5,869.906,-0.016,0.97
1,electricity,2.767,3.65,5.05,757.971,-0.195,1
1,electrocute,1.477,4,4.6,"1,040.846",0.772,0.46
1,electrocution,1.708,4.75,5.25,"1,052.529",1.054,0.63
1,electromagnetic,1.987,5.95,7,903.515,0.45,0.97
1,electron,1.58,2.4,3.2,792.258,0.18,0.97
1,electronic,2.545,3.4,4.25,739.882,-0.196,1
1,electronics,2.146,3.6,4.8,799.394,0.117,1
1,elegance,1.819,2.75,2.4,657.367,-0.483,0.94
1,elegant,2.506,2.7,2.25,704.065,-0.335,0.94
1,elemental,1.544,3.55,3.7,678.312,-0.232,0.91
1,elephant,2.764,3.25,2.5,668.516,-0.412,0.94
1,elevate,1.643,2.55,2.6,715.6,-0.221,0.91
1,elevation,1.681,2.75,2.55,757.062,-0.17,0.94
1,elevator,3.095,2.75,2.95,642.625,-0.4,0.94
1,elicit,1.415,2.2,2.45,738.061,-0.131,0.94
1,eligible,2.23,3.2,3.3,764.688,-0.262,0.97
1,eliminate,2.486,2.75,2.7,719.516,-0.339,0.94
1,elite,2.182,1.95,1.65,696.879,-0.403,0.97
1,elitist,1.38,2.75,2.65,905.167,0.502,0.73
1,elope,1.833,1.85,1.85,746.857,-0.124,0.85
1,eloquence,1.447,3.75,3.35,841.133,0.18,0.88
1,eloquent,1.699,3.5,2.85,749.571,-0.221,0.85
1,elude,1.342,1.8,1.7,805,-0.024,0.94
1,elusive,1.863,2.5,2.35,695.806,-0.216,0.91
1,emancipation,1.398,3.55,3.95,910.724,0.396,0.88
1,embankment,1.398,3.85,3.85,943.619,0.528,0.66
1,embargo,1.398,3.05,3.15,762.406,-0.075,0.94
1,embark,1.813,2.5,2.4,797.032,-0.121,0.91
1,embarrass,2.654,3.85,2.7,816.938,0.098,0.94
1,embattled,0.301,3.35,3,787.667,0.043,0.77
1,embezzlement,1.69,4.9,4.25,861.033,0.308,0.97
1,embezzler,1.342,,,,,
1,emblem,1.532,2.75,2.95,672.172,-0.165,0.85
1,embolism,1.532,3.25,3.75,964.385,0.606,0.76
1,embrace,2.588,2.65,2.55,675,-0.319,0.97
1,embroidery,1.415,4.15,3.85,931.812,0.281,0.94
1,emerge,1.949,2.15,2.15,653.382,-0.552,1
1,eminence,1.987,2.85,2.35,750.926,0.041,0.84
1,emissary,1.716,3.35,3.1,838.688,0.518,0.52
1,emission,1.415,2.35,1.75,816.433,0.084,0.94
1,emit,1.322,1.8,1.85,739.357,-0.096,0.85
1,emotion,2.627,2.2,1.8,679.333,-0.523,1
1,empathy,1.771,2.85,2.8,744.029,-0.096,1
1,emperor,2.84,2.9,3.15,781.933,-0.176,0.91
1,emphasis,1.819,3.3,3.2,683.606,-0.186,0.97
1,emphasize,1.756,3.45,3.25,665.471,-0.42,0.97
1,emphysema,1.462,4.8,4.9,"1,038.393",0.836,0.82
1,empire,2.811,2.05,2.35,659.636,-0.544,0.97
1,empirical,1.38,3.5,3.2,819.727,0.007,0.94
1,employ,2.236,2.5,2,678.867,-0.33,0.86
1,employee,2.772,2.55,2.2,668.312,-0.328,0.94
1,employer,2.439,2.45,2.6,620.906,-0.545,1
1,employment,2.436,3.35,3.35,731.559,-0.163,1
1,emporium,1.653,3.7,3.25,809.333,0.101,0.82
1,emptiness,1.968,3.3,3.35,738.333,-0.175,0.94
1,empty,3.382,2.35,2.3,553.061,-0.811,0.97
1,emulate,1.462,2.45,2.75,723.037,-0.232,0.79
1,enable,1.881,1.8,1.85,642.714,-0.4,1
1,enamel,1.477,2.55,2.55,831.72,-0.04,0.76
1,enchanted,2.152,2.55,2.8,681.379,-0.324,0.88
1,enchanting,2.021,2.95,2.85,745.765,-0.147,1
1,enchantress,1.477,4.4,4.35,844.077,0.236,0.81
1,enclosure,1.322,3.45,2.95,660.758,-0.338,1
1,encore,2.104,2.15,2.5,731.517,-0.166,0.91
1,encounter,2.455,3.05,2.7,720.161,-0.255,0.97
1,encourage,2.49,3.15,3.4,700.576,-0.383,1
1,encouraging,2.22,3.7,3.8,754.629,-0.23,1
1,encyclopedia,1.914,5.6,6.9,861.727,0.284,0.97
1,end,4.132,1.5,1.2,570.543,-0.721,0.97
1,endanger,1.935,2.9,3.25,798.562,0.084,0.97
1,endeavor,1.887,3.55,2.6,706.452,-0.39,0.94
1,ending,2.91,1.6,1.45,601.485,-0.61,0.97
1,endless,2.53,2.3,2.15,607.235,-0.664,1
1,endorse,1.949,2.55,2.1,657.806,-0.5,0.97
1,endorsement,1.857,3.8,2.9,721.594,-0.121,0.97
1,endowment,1.462,3.45,2.75,847.281,0.23,0.94
1,endurance,1.839,3.3,2.8,631.353,-0.482,0.97
1,endure,2.354,1.85,1.75,613.242,-0.506,0.97
1,enduring,1.69,2.35,2.35,724.758,-0.3,1
1,enemy,3.394,2.5,2.05,598.967,-0.634,0.91
1,energetic,1.826,3.9,4.8,778.367,-0.187,0.94
1,energize,1.322,2.95,3.6,746.656,-0.211,0.94
1,energy,3.225,2.65,2.75,644.606,-0.46,1
1,enforce,1.94,2.5,2.25,704.029,-0.318,1
1,engage,2.498,2.35,2.4,761.906,-0.196,0.97
1,engaged,3.123,2.45,2.6,648.226,-0.524,1
1,engagement,2.824,3.25,3.7,742.812,-0.208,0.97
1,engineer,2.776,3.1,3.6,701.903,-0.469,0.97
1,engineering,2.524,4.1,4.9,706.088,-0.285,1
1,engraving,1.38,2.8,2.65,752.444,-0.182,1
1,enhance,2.1,2.6,2.55,581.743,-0.597,1
1,enhancement,1.38,3.6,3.05,762.576,-0.26,1
1,enigma,1.681,2.85,2.9,762.879,-0.003,1
1,enjoy,3.626,2.35,2.45,582.294,-0.71,1
1,enjoyable,2,3.75,3.7,765.029,-0.168,1
1,enjoyment,1.845,3.55,3.5,776.156,-0.154,0.94
1,enlarge,1.663,2.75,2.85,644.688,-0.503,0.97
1,enlargement,1.342,3.45,3.75,709.812,-0.198,1
1,enlighten,2.037,3,2.65,762.688,-0.056,1
1,enlist,1.909,2.45,1.9,714.966,-0.218,0.94
1,enormous,2.722,2.9,2.7,785.467,-0.171,0.97
1,enraged,1.556,2.4,2.7,737.406,-0.099,0.94
1,enroll,1.544,2.55,1.9,650.219,-0.399,0.94
1,enrollment,1.38,3.6,3,716.088,-0.174,1
1,ensemble,1.763,2.85,3.45,734.107,-0.165,0.85
1,enslave,1.544,2.6,2.45,731.267,-0.13,0.88
1,ensure,2.405,1.7,1.95,653.735,-0.404,1
1,entail,1.477,2.25,1.9,738.655,-0.078,0.88
1,enter,3.181,1.85,1.4,576.533,-0.747,0.94
1,enterprise,2.617,3.75,3.65,705.853,-0.29,0.97
1,entertain,2.497,3.1,2.75,768.71,0.009,0.97
1,entertainer,1.929,3.4,3.6,869.29,0.173,0.91
1,entertainment,2.807,4.25,4.65,806.121,-0.027,1
1,enthusiastic,2.155,4.6,5.4,777.606,0.103,1
1,entice,1.431,2.2,2.1,720.542,-0.23,0.75
1,entirety,1.398,2.85,3.2,845.074,0.148,0.82
1,entitle,1.362,2.5,2.55,785.844,0.005,0.94
1,entity,1.94,2.4,2.2,782.6,-0.043,0.88
1,entourage,1.845,3.5,4.3,904.308,0.463,0.42
1,entrails,1.663,2.7,2.85,767.567,0.054,0.86
1,entrance,2.904,2.6,2.85,640.2,-0.61,0.97
1,entrapment,1.643,3.8,3.55,887.724,0.178,0.91
1,entrepreneur,1.748,5.65,6.35,849.812,0.531,0.97
1,entrust,1.58,2.65,2.4,"1,001.393",0.22,0.88
1,envelope,2.711,3.1,3.65,663.353,-0.46,1
1,envious,1.813,2.7,2.7,739.333,-0.017,0.88
1,environment,2.815,3.6,3.4,816.818,0.028,0.97
1,environmental,2.225,4.8,5.5,855.667,0.291,0.97
1,envision,1.447,2.45,2.25,706.719,-0.201,0.91
1,envoy,1.653,2.4,2.65,750.258,-0.155,0.94
1,envy,2.688,1.95,1.9,621.258,-0.446,0.97
1,enzyme,1.74,2.9,2.9,707.655,-0.366,0.88
1,epidemic,2.243,3.3,3.5,794.312,-0.07,0.97
1,epilepsy,1.732,3.85,3.9,802,0.078,0.88
1,epileptic,1.792,3.65,4.4,836,0.46,0.89
1,epiphany,1.826,3.95,3.2,920.654,0.41,0.79
1,episode,2.798,3.05,2.9,642.438,-0.363,0.97
1,epitaph,1.431,3.5,3.4,935.913,0.329,0.68
1,epitome,1.362,3,2.95,915.05,0.424,0.59
1,equal,2.834,1.95,2.25,614.467,-0.672,0.97
1,equality,1.991,2.6,3.2,759.206,-0.113,1
1,equate,1.322,2.05,2,732.719,-0.076,0.94
1,equation,2.253,2.6,2.65,801.552,-0.115,0.91
1,equator,1.505,2.7,2.4,644.031,-0.524,1
1,equilibrium,1.672,5.3,5.55,741.281,-0.128,1
1,equipment,3.114,3.65,3.55,768.879,-0.282,0.97
1,equity,1.833,2.35,2.8,727.516,-0.215,0.89
1,equivalent,2.13,3.95,3.6,762.03,-0.122,1
1,era,2.465,1.7,1.7,644.969,-0.426,0.97
1,eradicate,1.447,2.85,3.35,827.148,0.251,0.82
1,eraser,1.716,1.85,1.85,659.062,-0.496,0.94
1,erectile,1.398,2.8,2.65,804.25,0.337,0.82
1,erection,2.049,1.9,2.05,751.406,-0.028,0.94
1,erotic,2.303,2.2,2.2,680.061,-0.303,0.94
1,erotica,1.462,2.8,2.8,895.161,0.136,0.94
1,errand,2.312,2.55,1.9,802.444,0.004,0.82
1,errant,1.415,2.25,1.8,746.833,0,0.56
1,erratic,1.935,2.95,2.2,845.897,0.022,0.88
1,erroneous,1.447,3.8,2.8,797.773,0.19,0.67
1,error,2.676,2.1,1.6,581.676,-0.728,1
1,erupt,1.322,2.1,1.95,814.094,-0.07,0.94
1,eruption,1.322,2.7,2.7,817.774,-0.174,0.94
1,escalate,1.568,2.85,2.8,734.581,-0.054,0.91
1,escalator,1.826,3.5,3.35,718.312,-0.323,1
1,escape,3.354,2.15,2.1,546.382,-0.732,1
1,escort,2.875,2.05,2.3,703.677,-0.209,0.97
1,espionage,1.944,3.95,4.25,866.857,0.206,0.82
1,espresso,2.025,3.2,3,788.733,0.097,0.88
1,esquire,1.708,2.5,2.65,840.138,0.093,0.88
1,essence,2.459,2.85,2.55,737.29,-0.308,0.91
1,establish,2.51,3.4,3.4,753.576,-0.314,1
1,esteem,1.94,2.5,1.9,661.667,-0.466,0.97
1,esteemed,1.881,2.65,2.3,779.967,-0.011,0.94
1,estimate,2.387,2.6,2.7,708.606,-0.312,0.97
1,estimation,1.415,2.9,2.8,857.226,0.25,0.94
1,eternal,2.739,2.7,2.35,639.656,-0.47,0.97
1,eternity,2.611,2.95,2.9,687.939,-0.264,1
1,ethical,2.146,2.75,2,714.774,-0.413,0.97
1,ethics,2.438,2.45,1.9,666.906,-0.49,0.97
1,ethnic,1.964,2.75,2.1,618.485,-0.472,0.97
1,etiquette,1.987,4.15,2.6,816.806,-0.078,0.91
1,eucalyptus,1.415,5,5.55,941.864,0.651,0.69
1,eulogy,1.929,2.85,3,846.593,0.184,0.77
1,euphemism,1.672,4.05,3.75,884,0.226,0.72
1,euphoria,1.415,3.8,3.6,706.69,-0.197,0.88
1,euphoric,1.342,3.6,3.6,799.679,0.154,0.82
1,euthanasia,1.38,4.95,4.95,910,0.355,0.66
1,evacuate,2.458,2.5,3.55,714.633,-0.083,0.91
1,evacuation,2.23,2.55,3.6,830.645,0.207,0.94
1,evade,1.663,1.9,1.9,683.613,-0.38,0.89
1,evaluate,1.949,2.6,3.35,714.406,-0.374,1
1,evaluation,2.354,2.3,3.4,842.812,0.047,1
1,evaporate,1.398,3.25,3.45,778.516,-0.158,0.94
1,evasion,1.778,2.4,2.15,802.483,0.009,0.88
1,evasive,1.968,2.75,2.65,848,0.014,0.94
1,evening,3.789,2.15,1.95,703.545,-0.378,0.97
1,event,3.129,1.85,1.85,566.844,-0.778,0.97
1,eventual,1.362,2.9,3.55,799.677,-0.153,0.97
1,everlasting,2.117,3.75,4.3,711.088,-0.318,1
1,evict,1.568,2,1.95,759.839,-0.042,0.94
1,eviction,1.643,2.45,2.45,781.875,0.163,1
1,evident,1.839,2.7,2.9,621.514,-0.455,1
1,evolution,2.436,2.4,2.6,708.879,-0.385,1
1,evolve,1.924,2.3,2.1,712.781,-0.256,0.94
1,ex,2.807,,,,,
1,exact,3.063,1.85,2.2,591.719,-0.671,0.97
1,examination,2.45,2.8,3.6,742.758,-0.235,1
1,examine,2.703,2.45,2.65,756.758,-0.307,1
1,examiner,2.117,2.65,3.4,759.941,-0.117,0.97
1,example,3.184,2.7,3.15,640.062,-0.48,1
1,excavation,1.518,2.75,2.85,947.5,0.759,0.87
1,exceed,1.813,2.15,1.9,745.206,-0.247,1
1,excel,1.58,2.4,2.3,684.667,-0.36,1
1,excellence,2.13,3.65,2.65,721.03,-0.285,0.97
1,exception,2.613,2.45,2.6,754.727,-0.112,1
1,excess,2.196,2.3,2.4,605.727,-0.552,0.97
1,excessive,2.097,2.95,2.6,682.029,-0.313,0.97
1,exchange,3.014,2.75,3.15,631.033,-0.62,0.97
1,excitable,1.398,,,,,
1,excite,2.041,2.2,2,668.061,-0.436,1
1,exclamation,1.462,2.75,2.95,755,-0.095,1
1,exclude,1.716,2.45,2.5,741.281,-0.226,0.94
1,excrement,1.799,3,3.7,944.37,0.622,0.82
1,excursion,1.544,2.75,3.15,669.433,-0.264,0.88
1,excuse,4.274,2.15,2.85,625.118,-0.508,0.97
1,execute,2.453,2.7,3.65,652.844,-0.394,0.97
1,execution,2.697,2.4,3.55,686.939,-0.297,0.97
1,executioner,1.845,3.55,5.3,730.194,0.09,0.94
1,executor,1.518,2.65,4.2,812.125,0.13,0.97
1,exemplary,1.653,3.85,4.25,953.478,0.523,0.7
1,exemption,1.322,2.7,3.4,739.156,-0.114,1
1,exercise,2.957,2.45,3.3,597.562,-0.584,0.97
1,exert,1.544,1.9,2.4,765.552,-0.283,0.94
1,exhaust,2.041,2.85,2.2,670.485,-0.569,0.97
1,exhaustion,1.919,3.15,3.55,711.032,-0.218,0.94
1,exhibit,2.59,2.8,2.8,634.061,-0.518,1
1,exhibition,2.318,2.95,3.1,766.576,-0.164,1
1,exhumation,1.362,3.05,4,"1,087.6",1.111,0.33
1,exhume,1.398,2.85,3.8,766.864,0.137,0.63
1,exile,1.982,1.9,2.45,691.258,-0.349,0.91
1,exist,3.17,1.85,2,587.455,-0.687,1
1,existence,2.776,3.3,3.25,675.848,-0.358,0.94
1,existential,1.58,4,5.1,930.226,0.401,0.94
1,existing,1.996,2.45,2.5,639.581,-0.402,0.97
1,exodus,1.613,3,2.9,728.424,-0.252,0.94
1,exonerate,1.568,3,3.7,770.28,0.22,0.71
1,exorcism,1.982,3.05,4.55,945.074,0.377,0.84
1,exorcist,1.708,3,3.85,735.844,-0.12,0.97
1,exotic,2.487,2.8,3.1,629.382,-0.392,1
1,expand,2.253,2.5,2.05,672.625,-0.477,0.97
1,expansion,1.949,2.7,2.75,628.314,-0.432,0.97
1,expect,3.724,2.05,2.15,656.25,-0.44,1
1,expedite,1.544,3,3.8,806.455,0.116,0.97
1,expedition,2.462,2.75,2.8,809.4,-0.014,1
1,expel,1.851,2.3,2.2,642,-0.394,0.84
1,expendable,1.892,3.55,3.35,805.548,-0.039,1
1,expense,2.581,2.55,2.1,665.031,-0.421,0.97
1,expensive,3.154,2.5,2.55,689.645,-0.428,0.94
1,experiment,2.917,3.1,3.6,666.909,-0.439,1
1,expert,3.053,1.95,2.7,628.03,-0.501,0.97
1,expertise,2.31,2.95,5,829.567,0.049,0.94
1,expiration,1.724,2.75,2.5,781.733,0.033,0.88
1,expire,1.672,2.05,2.15,641.03,-0.472,0.94
1,explicit,1.857,3.1,3.25,685.667,-0.4,1
1,exploit,2.1,2.6,2.7,664.848,-0.409,0.97
1,exploration,1.987,2.65,2.75,787.312,-0.06,0.97
1,explore,2.502,2.15,2.4,619.121,-0.659,1
1,explorer,1.991,2.4,2.95,619.152,-0.655,1
1,expo,1.322,2.5,2.85,692.28,-0.258,0.76
1,export,1.819,1.85,2.75,590.03,-0.492,0.97
1,expose,2.558,2,2.25,709.03,-0.508,1
1,exposition,1.613,2.65,2.7,803.588,0.041,1
1,exposure,2.465,2.9,2.7,648.529,-0.45,1
1,express,2.961,2.3,2.5,652.059,-0.537,1
1,expression,2.814,2.6,2.7,632.818,-0.432,1
1,expressive,1.38,2.55,2.45,765.515,-0.131,0.97
1,expressway,1.699,3.8,4.05,749.774,-0.173,0.94
1,expulsion,1.623,2.8,3.05,829.312,0.028,1
1,exquisite,2.33,3.65,4.25,865.893,0.232,0.88
1,extend,2.516,2.25,2.3,668.3,-0.529,0.88
1,extension,2.441,2.65,2.6,688.394,-0.326,1
1,extensive,2.279,2.65,2.7,768.625,-0.105,0.94
1,extent,2.318,1.9,2.45,639.667,-0.479,0.97
1,exterminate,1.763,3.45,4.2,845.531,0.226,1
1,extermination,1.724,3.45,4.6,813.484,0.049,0.91
1,external,2.104,2.7,3.2,733,-0.345,0.97
1,extinct,2.111,2.85,3.05,669.548,-0.329,0.97
1,extinguish,1.643,4.3,4.15,875.938,0.342,0.94
1,extinguisher,1.898,5,4.95,834.857,0.19,0.88
